AD_Org_ID[Name],C_Country_ID[Name],C_Region_ID[Name],Name,IsActive,Postal,AreaCode,Locode,Coordinates
,,,ELLIOTT,Y,862,,,
,,,HELEN SPRINGS,Y,862,,,
,,,MUCKATY STATION,Y,862,,,
,,,NEWCASTLE WATERS,Y,862,,,
,,,NICHOLSON,Y,862,,,
,,,PAMAYU,Y,862,,,
,,,PHILLIP CREEK STATION,Y,862,,,
,,,RENNER SPRINGS,Y,862,,,
,,,TABLELANDS,Y,862,,,
,,,TENNANT CREEK,Y,862,,,
,,,THREE WAYS,Y,862,,,
,,,WARREGO,Y,862,,,
,,,WOLLOGORANG STATION,Y,862,,,
,,,WYCLIFFE WELL,Y,862,,,
,,,ALICE SPRINGS,Y,870,,,
,,,ARALUEN,Y,870,,,
,,,BRAITLING,Y,870,,,
,,,CICCONE,Y,870,,,
,,,DESERT SPRINGS,Y,870,,,
,,,EAST SIDE,Y,870,,,
,,,GILLEN,Y,870,,,
,,,SADADEEN,Y,870,,,
,,,STUART,Y,870,,,
,,,THE GAP,Y,870,,,
,,,WHITE GUMS,Y,870,,,
,,,ALICE SPRINGS,Y,871,,,
,,,AHERRENGE,Y,872,,,
,,,ALI CURUNG,Y,872,,,
,,,ALICE SPRINGS,Y,872,,,
,,,AMATA,Y,872,,,
,,,AMOONGUNA,Y,872,,,
,,,AMPILATWATJA,Y,872,,,
,,,ANANGU PITJANTJATJARA YANKUNYTJATJARA,Y,872,,,
,,,ANATYE,Y,872,,,
,,,ANMATJERE,Y,872,,,
,,,ANTEWENEGERRDE,Y,872,,,
,,,AREYONGA,Y,872,,,
,,,ATITJERE,Y,872,,,
,,,AYERS ROCK,Y,872,,,
,,,BARROW CREEK,Y,872,,,
,,,BURT PLAIN,Y,872,,,
,,,CANTEEN CREEK,Y,872,,,
,,,CHILLA WELL,Y,872,,,
,,,COSTELLO,Y,872,,,
,,,DAVENPORT,Y,872,,,
,,,DOCKER RIVER,Y,872,,,
,,,ENGAWALA,Y,872,,,
,,,ERLDUNDA,Y,872,,,
,,,FINKE,Y,872,,,
,,,GHAN,Y,872,,,
,,,HAASTS BLUFF,Y,872,,,
,,,HALE,Y,872,,,
,,,HART,Y,872,,,
,,,HART RANGE,Y,872,,,
,,,HERMANNSBURG,Y,872,,,
,,,HUGH,Y,872,,,
,,,IMAMPA,Y,872,,,
,,,IMANPA,Y,872,,,
,,,ININTI STORE,Y,872,,,
,,,JAY CREEK,Y,872,,,
,,,KALTUKATJARA,Y,872,,,
,,,KINGS CREEK STATION,Y,872,,,
,,,KINTORE,Y,872,,,
,,,KULGERA,Y,872,,,
,,,KUNPARRKA,Y,872,,,
,,,LAKE MACKAY,Y,872,,,
,,,LARAMBA,Y,872,,,
,,,MACDONNELL RANGE,Y,872,,,
,,,MEREENIE,Y,872,,,
,,,MOUNT LIEBIG,Y,872,,,
,,,MOUNT ZEIL,Y,872,,,
,,,MULGA BORE,Y,872,,,
,,,MURPUTJA HOMELANDS,Y,872,,,
,,,MUTITJULU,Y,872,,,
,,,NAMATJIRA,Y,872,,,
,,,NAPPERBY STATION,Y,872,,,
,,,NYIRRIPI,Y,872,,,
,,,PAPUNYA,Y,872,,,
,,,PETERMANN,Y,872,,,
,,,PITJANTJATJARA HOMELANDS,Y,872,,,
,,,SANDOVER,Y,872,,,
,,,SANTA TERESA,Y,872,,,
,,,SIMPSON,Y,872,,,
,,,TANAMI,Y,872,,,
,,,TARA,Y,872,,,
,,,TELEGRAPH STATION,Y,872,,,
,,,THANGKENHARENGE,Y,872,,,
,,,TI TREE,Y,872,,,
,,,TITJIKALA,Y,872,,,
,,,ULURU,Y,872,,,
,,,UMPANGARA,Y,872,,,
,,,URAPUNTJA,Y,872,,,
,,,WALLACE ROCKHOLE,Y,872,,,
,,,WANARN,Y,872,,,
,,,WILLOWRA,Y,872,,,
,,,WILORA,Y,872,,,
,,,WUTUNUGURRA,Y,872,,,
,,,YUELAMU,Y,872,,,
,,,YUENDUMU,Y,872,,,
,,,YULARA,Y,872,,,
,,,AMOONGUNA,Y,873,,,
,,,ARUMBERA,Y,873,,,
,,,CONNELLAN,Y,873,,,
,,,HEAVITREE GAP CPA,Y,873,,,
,,,ILPARPA,Y,873,,,
,,,KILGARIFF,Y,873,,,
,,,ROSS,Y,873,,,
,,,IRLPME,Y,874,,,
,,,MOUNT JOHNS,Y,874,,,
,,,UNDOOLYA,Y,874,,,
,,,FLYNN,Y,875,,,
,,,LARAPINTA,Y,875,,,
,,,GAPUWIYAK,Y,880,,,
,,,GOVE,Y,880,,,
,,,GUNYANGARA,Y,880,,,
,,,NHULUNBUY,Y,880,,,
,,,YIRRKALA,Y,880,,,
,,,NHULUNBUY,Y,881,,,
,,,ALYANGULA,Y,885,,,
,,,JABIRU,Y,886,,,
,,,WINNELLIE,Y,906,,,
,,,WINNELLIE,Y,907,,,
,,,CHARLES DARWIN UNIVERSITY,Y,909,,,
,,,UNIVERSITY,Y,909,,,
,,,RANKEN,Y,4825,,,
